2017-10-20 10:00:00,2017-10-20 12:00:00,Chat with John
2017-10-20 17:45:00,2017-10-20 20:15:00,Squash with Jose
2017-10-20 20:30:00,2017-10-23 23:15:00,Trip with Anna
2017-10-24 10:30:00,2017-10-24 13:00:00,Conference with Alexander
2017-10-24 16:30:00,2017-10-24 17:45:00,Workshop with Kevin
2017-10-24 18:30:00,2017-10-24 21:15:00,Squash with Russell
2017-10-25 08:45:00,2017-10-25 11:15:00,Breakfast with Virginia
2017-10-25 11:45:00,2017-10-25 13:15:00,Meeting with Edward
2017-10-25 14:30:00,2017-10-25 16:30:00,Golf with Abigail
2017-10-26 07:45:00,2017-10-28 09:45:00,Trip with Betty
2017-10-28 12:00:00,2017-10-28 14:15:00,Lunch with Thomas
2017-10-28 19:30:00,2017-10-28 22:00:00,Dinner with Timothy
2017-10-29 13:45:00,2017-10-29 14:45:00,Discussion with Bobby
2017-10-29 20:45:00,2017-10-29 22:15:00,Dinner with Justin
2017-10-30 09:30:00,2017-10-30 11:15:00,Conference with Alan
2017-10-30 14:15:00,2017-10-30 15:30:00,Meeting with Paul
2017-10-31 11:30:00,2017-10-31 12:30:00,Meeting with Megan
2017-10-31 18:45:00,2017-10-31 21:15:00,Date with Ashley
2017-11-01 13:45:00,2017-11-01 14:45:00,Discussion with Andrea
2017-11-01 20:15:00,2017-11-01 21:15:00,Dinner with Ralph
2017-11-02 09:30:00,2017-11-02 11:00:00,Meeting with Johnny
2017-11-02 15:45:00,2017-11-02 17:45:00,Discussion with Nicole
2017-11-02 18:45:00,2017-11-02 20:00:00,Conference with Natalie
2017-11-03 12:30:00,2017-11-05 15:15:00,Vacation with Sharon
2017-11-05 15:45:00,2017-11-05 17:15:00,Golf with Dylan
2017-11-05 18:45:00,2017-11-05 20:45:00,Date with Victoria
2017-11-06 13:15:00,2017-11-06 15:00:00,Session with Eric
2017-11-06 17:15:00,2017-11-06 18:15:00,Squash with Aaron
2017-11-07 15:30:00,2017-11-07 17:15:00,Meeting with Jose
2017-11-08 11:15:00,2017-11-08 12:15:00,Conference with Beverly
2017-11-08 16:45:00,2017-11-08 19:15:00,Workshop with Dorothy
2017-11-09 17:45:00,2017-11-09 19:15:00,Workshop with Mary
2017-11-10 09:45:00,2017-11-10 11:45:00,Conference with Peter
2017-11-10 17:45:00,2017-11-13 19:45:00,Vacation with Betty
2017-11-14 14:30:00,2017-11-14 16:00:00,Meeting with Joyce
2017-11-15 11:30:00,2017-11-15 14:00:00,Chat with Raymond
2017-11-15 15:15:00,2017-11-15 18:00:00,Meeting with Arthur
2017-11-15 18:00:00,2017-11-17 19:15:00,Vacation with Kevin
2017-11-17 19:30:00,2017-11-17 22:00:00,Dinner with Linda
2017-11-18 07:30:00,2017-11-18 10:00:00,Breakfast with Andrew
2017-11-18 12:15:00,2017-11-21 13:30:00,Trip with Robert
2017-11-21 19:15:00,2017-11-21 20:15:00,Dinner with Harold
2017-11-22 08:30:00,2017-11-22 11:00:00,Breakfast with Olivia
2017-11-22 14:15:00,2017-11-24 15:30:00,Trip with Ethan
2017-11-24 16:30:00,2017-11-24 18:45:00,Squash with Wayne
2017-11-25 14:00:00,2017-11-25 16:00:00,Session with Barbara
2017-11-25 19:00:00,2017-11-25 21:00:00,Dinner with Linda
2017-11-26 13:30:00,2017-11-26 15:30:00,Session with Larry
2017-11-26 15:45:00,2017-11-26 17:45:00,Golf with Jean
2017-11-27 12:15:00,2017-11-27 14:30:00,Lunch with Mary
2017-11-27 16:00:00,2017-11-27 17:30:00,Conference with Marie
2017-11-27 18:45:00,2017-11-27 21:30:00,Workshop with Teresa
2017-11-28 07:45:00,2017-12-01 09:30:00,Holiday with Edward
2017-12-01 15:15:00,2017-12-01 17:15:00,Brainstorming with Ruth
2017-12-01 17:30:00,2017-12-01 18:30:00,Squash with Samuel
2017-12-01 20:15:00,2017-12-01 22:15:00,Dinner with Kyle
2017-12-02 12:00:00,2017-12-02 14:45:00,Lunch with Shirley
2017-12-02 17:45:00,2017-12-02 20:00:00,Squash with Kathleen
2017-12-03 14:45:00,2017-12-05 17:15:00,Holiday with Joan
2017-12-05 20:15:00,2017-12-08 22:45:00,Traveling with Roy
2017-12-09 11:00:00,2017-12-09 12:15:00,Chat with Ethan
2017-12-09 15:30:00,2017-12-11 18:15:00,Holiday with Jean
2017-12-11 20:00:00,2017-12-11 22:15:00,Dinner with Kimberly
2017-12-12 08:45:00,2017-12-12 10:00:00,Breakfast with Danielle
2017-12-12 11:45:00,2017-12-12 13:00:00,Conference with Amber
2017-12-12 17:00:00,2017-12-12 19:30:00,Squash with Rebecca
2017-12-13 10:00:00,2017-12-13 11:45:00,Chat with Jeremy
2017-12-13 14:00:00,2017-12-13 15:00:00,Meeting with Deborah
2017-12-13 17:45:00,2017-12-16 19:30:00,Trip with Carolyn
2017-12-17 10:00:00,2017-12-17 11:45:00,Chat with Rachel
2017-12-17 18:15:00,2017-12-17 19:15:00,Date with Beverly
2017-12-18 15:30:00,2017-12-18 17:00:00,Session with Brian
2017-12-19 13:45:00,2017-12-19 14:45:00,Brainstorming with Theresa
2017-12-19 15:15:00,2017-12-19 17:45:00,Meeting with Lauren
2017-12-20 14:00:00,2017-12-20 16:30:00,Session with Sarah
2017-12-20 18:15:00,2017-12-22 19:45:00,Vacation with Ruth
2017-12-23 08:30:00,2017-12-23 11:15:00,Breakfast with Melissa
2017-12-23 17:45:00,2017-12-26 19:00:00,Traveling with Dennis
2017-12-27 07:15:00,2017-12-27 08:30:00,Breakfast with Marilyn
2017-12-27 10:00:00,2017-12-27 12:45:00,Chat with Jason
2017-12-27 18:15:00,2017-12-27 19:30:00,Date with Madison
2017-12-28 10:45:00,2017-12-28 12:00:00,Meeting with Emma
2017-12-28 12:45:00,2017-12-28 15:15:00,Lunch with Christina
2017-12-28 22:00:00,2017-12-30 23:15:00,Holiday with Edward
2017-12-31 12:00:00,2017-12-31 14:15:00,Lunch with Benjamin
2017-12-31 14:30:00,2017-12-31 16:00:00,Brainstorming with Sandra
2017-12-31 18:15:00,2017-12-31 19:15:00,Workshop with Ruth
2017-12-31 20:00:00,2017-12-31 21:15:00,Dinner with Anthony

2017-08-20 13:16:00
2017-05-10 19:49:00
